area_class,n_glaciers,rgi_area_km2,vol_2020_m3,experiment,gcm,period_scenario,temp_ch_ipcc,area_steady,volume_steady,mass_remaining
10-100 km2,5955,166830.554,22748767581136.9,70,ukesm1-0-ll,2041-2060_ssp126,2.739835015,47510.23215705743,5071281446096.762,22.292554653825857
10-100 km2,5955,166830.554,22748767581136.9,71,ukesm1-0-ll,2061-2080_ssp126,2.951472593,40277.51700870132,4315954947649.7715,18.972258309186508
10-100 km2,5955,166830.554,22748767581136.9,72,ukesm1-0-ll,2081-2100_ssp126,3.038482623,32241.643310438605,3291181879951.6064,14.467517276323264
10-100 km2,5955,166830.554,22748767581136.9,73,ukesm1-0-ll,2021-2040_ssp370,2.32331738,70722.57685186008,7793923312991.196,34.260859561701515
10-100 km2,5955,166830.554,22748767581136.9,74,ukesm1-0-ll,2041-2060_ssp370,3.414120006,32633.870870690393,3396263962817.8975,14.929441565151219
10-100 km2,5955,166830.554,22748767581136.9,75,ukesm1-0-ll,2061-2080_ssp370,4.439976801,19321.89305882038,2079610473119.5544,9.141640160075974
10-100 km2,5955,166830.554,22748767581136.9,76,ukesm1-0-ll,2081-2100_ssp370,5.840495128,6268.13190906451,572182379570.1431,2.5152236380690454
10-100 km2,5955,166830.554,22748767581136.9,77,ukesm1-0-ll,2021-2040_ssp585,2.319732626,65066.95200351022,7068092382442.36,31.07022108882579
10-100 km2,5955,166830.554,22748767581136.9,78,ukesm1-0-ll,2041-2060_ssp585,3.646967578,34288.685876006115,3634345055029.0967,15.97600855548178
10-100 km2,5955,166830.554,22748767581136.9,79,ukesm1-0-ll,2061-2080_ssp585,5.230543689,10968.304703112948,1089696126813.8949,4.79013257719272
10-100 km2,5955,166830.554,22748767581136.9,80,ukesm1-0-ll,2081-2100_ssp585,6.884361024,2599.0003667177843,206919652057.69617,0.9095862064601352
